BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0000186	BGC0000186	Burkholderia thailandensis E264 chromosome II, complete sequence	PKS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids	Burkholderia thailandensis E264	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000190	BGC0000190	Streptomyces sp. SANK 61196 SAN biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Streptomyces sp. SANK 61196	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000191	BGC0000191	Streptomyces galilaeus aklavinone-aclacinomycin biosynthesis gene cluster, complete cds	PKS-like.T2PKS	PKSother	Streptomyces galilaeus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000192	BGC0000192	Streptomyces galilaeus aclacinomycin biosynthesis gene cluster, partial sequence	PKS-like.T2PKS	PKSother	Streptomyces galilaeus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000194	BGC0000194	Streptomyces coelicolor A3(2) complete genome	T2PKS	PKSother	Streptomyces coelicolor A3(2)	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0000195	BGC0000195	Streptomyces sp. CM020 alnumycin gene cluster, complete sequence	T2PKS	PKSother	Streptomyces sp. CM020	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000197	BGC0000197	Streptomyces echinatus aranciamycin biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Streptomyces echinatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000198	BGC0000198	Salinispora arenicola CNB527 B033DRAFT_scaffold_1.2_C, whole genome shotgun sequence	T2PKS	PKSother	Salinispora arenicola CNB527	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0000199	BGC0000199	Uncultured bacterium clone AZ129 arimetamycin gene cluster, complete sequence	oligosaccharide.T2PKS	Others	uncultured bacterium	Bacteria,environmental samples
BGC0000200	BGC0000200	Uncultured bacterium arixanthomycin gene cluster, complete sequence	T2PKS	PKSother	uncultured bacterium	Bacteria,environmental samples
BGC0000201	BGC0000201	Streptomyces aureofaciens strain CCM3239 plasmid pSA3239, complete sequence	T2PKS	PKSother	Streptomyces aureofaciens	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000202	BGC0000202	Kibdelosporangium sp. MJ126-NF4 azicemicins biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Kibdelosporangium sp. MJ126-NF4	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kibdelosporangium,unclassified Kibdelosporangium
BGC0000203	BGC0000203	Amycolatopsis orientalis subsp. vinearia strain BA-07585 BE-7585A biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Amycolatopsis orientalis subsp. vinearia	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0000204	BGC0000204	Streptomyces sp. A2991200 benG gene, benF gene, benE gene, benD gene, benA gene, benB gene, benC gene, benH gene, benJ gene, benR gene, benL gene and benQ gene	T2PKS	PKSother	Streptomyces sp. A2991200	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000205	BGC0000205	Candidatus Endobugula sertula isolate DEEP transposase-like protein gene, complete cds; bryostatin PQRS gene cluster, complete sequence; and oxidoreductase gene, complete cds	PKS-like.T3PKS	PKSother	Candidatus Endobugula sertula	Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Candidatus Endobugula
BGC0000208	BGC0000208	Amycolatopsis sulphurea strain NRRL 2822 chelocardin biosynthesis gene cluster, complete sequence	T2PKS	PKSother	Amycolatopsis sulphurea	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0000209	BGC0000209	Streptomyces aureofaciens strain F3 chlortetracycline biosynthesis gene cluster, partial sequence	T2PKS	PKSother	Kitasatospora aureofaciens	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora
BGC0000210	BGC0000210	Streptomyces griseus subsp. griseus chromomycin A3 biosynthesis gene cluster, strain ATCC13273	oligosaccharide.T2PKS	Others	Streptomyces griseus subsp. griseus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000211	BGC0000211	Streptomyces albaduncus chrysomycin biosynthetic gene cluster	T2PKS	PKSother	Streptomyces albaduncus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000212	BGC0000212	Streptomyces sp. SPB74 genomic scaffold supercont3.1, whole genome shotgun sequence	PKS-like.T2PKS	PKSother	Streptomyces sp. SPB074	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000214	BGC0000214	Streptomyces olindensis DAUFPE 5622 cosmomycin gene cluster, partial sequence	T2PKS	PKSother	Streptomyces olindensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000215	BGC0000215	S.curacoi polyketide synthase gene cluster	T2PKS	PKSother	Streptomyces cyaneus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000216	BGC0000216	Dactylosporangium sp. SC14051 dactylocycline biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Dactylosporangium sp. SC14051	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium,unclassified Dactylosporangium
BGC0000217	BGC0000217	Streptomyces sp. aklaviketone reductase (dauE) gene; cyclase/dehydrase (dauA) gene; polyketide reductase (dauB) gene; oxygenase, polyketide synthase, acyltransferase (dauA) genes; aklanonic acid methyltransferase (dauC) gene	T2PKS	PKSother	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000218	BGC0000218	Streptomyces peucetius daunorubicin-doxorubicin polyketide synthase (dnrH, dpsA-dpsF) genes, ORF5 and ORF8, complete cds	T2PKS	PKSother	Streptomyces peucetius	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000219	BGC0000219	Streptomyces olivaceus elloramycin gene cluster, strain Tu 2353	T2PKS	PKSother	Streptomyces olivaceus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000220	BGC0000220	Streptomyces maritimus enterocin biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Streptomyces maritimus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000221	BGC0000221	Uncultured soil bacterium V167 Erd gene cluster, complete sequence; and unknown genes	T2PKS	PKSother	uncultured soil bacterium V167	Bacteria,environmental samples
BGC0000222	BGC0000222	Streptomyces sp. TA-0256 DNA, FD-594 producer gene cluster	T2PKS	PKSother	Streptomyces sp. TA-0256	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000223	BGC0000223	Uncultured bacterium BAC AB649/1850 fluostatin biosynthetic gene cluster, complete sequence	T2PKS	PKSother	uncultured bacterium BAC AB649/1850	Bacteria,environmental samples
BGC0000224	BGC0000224	Streptomyces griseus fredericamycin biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Streptomyces griseus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000225	BGC0000225	Streptomyces roseofulvus frenolicin biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Streptomyces roseofulvus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000226	BGC0000226	Streptomyces griseoflavus strain Goe 3592 gilvocarcin biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Streptomyces griseoflavus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000227	BGC0000227	Streptomyces violaceoruber Tu22 granaticin biosynthetic gene cluster	RRE-containing.T2PKS	Others	Streptomyces violaceoruber	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces anthocyanicus group
BGC0000229	BGC0000229	Streptomyces lusitanus strain SCSIO LR32 grincamycin gene cluster, partial sequence	oligosaccharide.T2PKS	Others	Streptomyces lusitanus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000230	BGC0000230	Streptomyces sp. JP95 griseorhodin biosynthesis gene cluster, complete sequence	T2PKS	PKSother	Streptomyces sp. JP95	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000231	BGC0000231	S.griseus genes for ketosynthase, acyl carrier protein, ketoreductase, cyclase and dehydrase	T2PKS	PKSother	Streptomyces griseus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000232	BGC0000232	Streptomyces sp. 2238-SVT4 hatomarubigin biosynthesis gene cluster (orf1, hrbR1, hrbA, hrbB, hrbC, hrbD, hrbE, hrbF, hrbG, hrbH, hrbI, hrbJ, hrbK, hrbL, hrbM, hrbN, hrbO, hrbP, hrbQ, hrbR, hrbS, hrbT, hrbU, hrbV, hrbW, hrbX, hrbR2, hrbY, hrbR3, hrbZ1, hrbZ2, orf2, orf3), complete cds	T2PKS	PKSother	Streptomyces sp. 2238-SVT4	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000233	BGC0000233	Streptomyces griseoruber heda cluster, complete sequence	T1PKS.PKS-like.T2PKS	PKSother	Streptomyces griseoruber	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000234	BGC0000234	Streptomyces venezuelae JadJ (jadJ), jadomycin polyketide synthase cyclase (jadI), jadomycin polyketide ketosynthase (jadA), chain length determinant, acyl carrier protein (acp), ketoreductase, and bifunctional cyclase/dehydrase genes, complete cds	T2PKS	PKSother	Streptomyces venezuelae ATCC 10712	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000235	BGC0000235	Streptomyces sp. W007 contig00151, whole genome shotgun sequence	T2PKS	PKSother	Streptomyces sp. W007	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000236	BGC0000236	Streptomyces murayamaensis putative vitamin B12-dependent ribonucleotide reductase gene, partial cds; putative arylamine N-acetyltransferase, putative hydrolase, putative transmembrane efflux protein, putative transcriptional regulator, putative ribonuclease HII, putative ATP-dependent DNA helicase, putative bifunctional enzyme deaminase/reductase, putative TetR/AcrR-family transcriptional regulator (kinR), KinU1 (kinU1), JadX-like protein (kinX), oxygenase-like protein (kinO1), anthrone oxidase-like protein (kinG), JadI cyclase-like protein (kinI), putative ketoacyl synthase (kinA), putative chain length determinant (kinB), putative acyl carrier protein (kinC), putative ketoreductase (kinE), cyclase/dehydratase-like protein (kinD), oxygenase reductase-like protein (kinOR), oxygenase-like protein (kinO2), LanU-like protein (kinU), putative integral membrane efflux protein (kinJ), JadM phosphopantetheinyl transferase-like protein (kinM), JadN decarboxylase-like protein (kinN), and SimX2-like protein (kinX2) genes, complete cds; and unknown genes	T2PKS	PKSother	Streptomyces murayamaensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000237	BGC0000237	Streptomyces sanglieri strain AK 623 lactonamycin Z biosynthetic gene cluster, partial sequence	T2PKS	PKSother	Streptomyces sanglieri	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000238	BGC0000238	Streptomyces rishiriensis strain MJ773-88K4 tyrosinase, putative small membrane protein, acyl carrier protein, phosphatase/acyl transferase, N-acetyltransferase, hypothetical protein, and S-adenosylmethionine decarboxylase genes, complete cds; lactonamycin biosynthetic gene cluster, complete sequence; and putative IS1650 family transposase gene, complete cds	T2PKS.butyrolactone	Others	Streptomyces rishiriensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000239	BGC0000239	Streptomyces cyanogenus landomycin biosynthetic gene cluster, complete sequence	oligosaccharide.T2PKS	Others	Streptomyces cyanogenus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000240	BGC0000240	Salinispora pacifica strain DPJ-0016 lomaiviticin gene cluster, complete sequence	T2PKS	PKSother	Salinispora pacifica	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0000241	BGC0000241	Salinispora tropica CNB-440, complete genome	T2PKS	PKSother	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0000242	BGC0000242	Streptomyces tendae lysolipin biosynthesis gene cluster, strain Tu 4042	T2PKS	PKSother	Streptomyces tendae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000245	BGC0000245	Streptomyces sp. AM-7161 medermycin biosynthetic gene cluster (med-ORF1 - 30) and ORF P - Z, partial and complete cds	T2PKS	PKSother	Streptomyces sp. AM-7161	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000247	BGC0000247	Streptomyces argillaceus mithramycin biosynthetic gene cluster	oligosaccharide.T2PKS	Others	Streptomyces argillaceus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000248	BGC0000248	Streptomyces arenae strain DSM 40737 scaffold23.1, whole genome shotgun sequence	T2PKS	PKSother	Streptomyces arenae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000253	BGC0000253	Streptomyces antibioticus oviedomycin biosynthetic gene cluster, strain ATCC 11891	T2PKS	PKSother	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000254	BGC0000254	Streptomyces rimosus oxytetracycline gene cluster, complete sequence	T2PKS	PKSother	Streptomyces rimosus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000255	BGC0000255	Symbiont bacterium of Paederus fuscipes tRNA-Arg gene, complete sequence; MutM gene, complete cds; and pederin biosynthesis gene cluster, complete sequence	PKS-like.T3PKS	PKSother	symbiont bacterium of Paederus fuscipes Bacteria.	
BGC0000256	BGC0000256	Actinomadura hibisca strain P157-2 pradimicin biosynthetic gene cluster, complete sequence	T2PKS	PKSother	Actinomadura hibisca	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
BGC0000257	BGC0000257	Streptomyces griseoviridis DNA, includes prodigiosin biosynthetic gene cluster, strain: 2464-S5	NRPS-like.T1PKS.prodigiosin	PKS-NRP_Hybrids	Streptomyces griseoviridis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000258	BGC0000258	Serratia sp. ATCC 39006 prodigiosin biosynthesis gene cluster	prodigiosin	PKSother	Serratia sp.	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,unclassified Serratia
BGC0000259	BGC0000259	Serratia marcescens prodigiosin biosynthesis gene cluster	prodigiosin	PKSother	Serratia marcescens	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
BGC0000260	BGC0000260	Hahella chejuensis KCTC 2396 prodigiosin biosynthesis gene cluster, complete sequence	prodigiosin	PKSother	Hahella chejuensis KCTC 2396	Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella
